Series Name,Series Code,Country Name,Country Code,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Saudi Arabia,SAU,5.77,5.52,5.57,5.72,5.59,5.65,5.89,6.04,..,7.400000095
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Senegal,SEN,10.36,..,..,..,6.76,4.460000038,3.690000057,..,2.859999895,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Serbia,SRB,22.97,24,22.15,19.22,17.66,15.26,13.48,12.73,10.39,9.01
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Seychelles,SYC,4.11,..,..,3.84,4.15,3.96,3.71,3.53,2.97,4.210000038
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Sierra Leone,SLE,..,..,..,4.68,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Singapore,SGP,3.89,3.72,3.86,3.74,3.79,4.08,4.2,..,3.1,4.099999905
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Slovak Republic,SVK,13.62,13.96,14.22,13.18,11.48,9.67,8.13,6.54,5.75,6.69
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Slovenia,SVN,8.17,8.84,10.1,9.67,8.96,8,6.56,5.11,4.45,4.97
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Solomon Islands,SLB,..,..,0.69,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,South Africa,ZAF,24.64,24.73,24.56,24.89,25.15,26.54,27.04,26.91,28.47,29.22
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Spain,ESP,21.39,24.79,26.09,24.44,22.06,19.63,17.22,15.25,14.1,15.53
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Sri Lanka,LKA,4.12,3.88,4.24,4.19,4.52,4.24,4.05,4.32,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,St. Lucia,LCA,18.86,19.06,22.21,..,..,..,18.86,19.08,15.32,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Sudan,SDN,17.44,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Suriname,SUR,7.54,8.1,6.6,6.94,7.22,7.92,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Sweden,SWE,7.8,7.98,8.05,7.95,7.43,6.99,6.72,6.36,6.83,8.29
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Switzerland,CHE,4.4,4.48,4.75,4.83,4.8,4.92,4.8,4.71,4.39,4.82
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Tajikistan,TJK,..,..,..,..,..,6.9,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Tanzania,TZA,3.47,0.289999992,2.93,2.12,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Thailand,THA,0.66,0.58,0.25,0.58,0.6,0.69,0.83,0.77,0.72,1.1
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Timor-Leste,TLS,..,..,10.99,..,..,4.66,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Togo,TGO,1.98,..,..,..,2.2,..,3.74,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Tonga,TON,..,..,..,..,..,..,..,3.07,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Trinidad and Tobago,TTO,3.43,3.72,2.68,2.48,2.43,3.21,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Tunisia,TUN,18.33,17.63,15.93,..,15.16,15.56,15.33,15.46,15.13,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Turkey,TUR,8.8,8.15,8.73,9.88,10.24,10.84,10.82,10.89,13.67,13.11
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Tuvalu,TUV,..,..,..,..,..,8.49,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Uganda,UGA,..,3.55,1.91,..,..,..,10.09,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Ukraine,UKR,7.85,7.53,7.17,9.27,9.14,9.35,9.5,8.8,8.19,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,United Arab Emirates,ARE,..,..,..,..,..,1.64,2.46,..,2.23,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,United Kingdom,GBR,8.04,7.88,7.52,6.11,5.3,4.81,4.33,4,3.74,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,United States,USA,8.95,8.07,7.37,6.17,5.28,4.87,4.36,3.9,3.67,8.05
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Uruguay,URY,6.31,6.45,6.44,6.55,7.49,7.84,7.89,8.34,8.88,10.35
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Uzbekistan,UZB,5,4.9,4.9,5.1,5.2,5.2,5.8,9.3,9,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,7.94,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,"Venezuela, RB",VEN,6.9,6.6,7.539999962,..,..,5.32,5.05,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Vietnam,VNM,1,1.03,1.32,1.26,1.85,1.85,1.87,1.16,2.04,2.39
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,West Bank and Gaza,PSE,17.6,19.2,19.89,20.53,23,23.94,25.68,26.26,25.34,25.89
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,"Yemen, Rep.",YEM,..,..,..,13.47,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Zambia,ZMB,..,7.85,..,..,..,..,11.63,12.01,12.52,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Zimbabwe,ZWE,5.37,..,..,4.77,..,..,..,..,16.86,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Africa Western and Central,AFW,..,..,..,4.343154905,..,..,7.097686188,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Arab World,ARB,11.16619224,10.57115216,..,10.50713812,..,9.56101978,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Caribbean small states,CSS,10.26230428,10.97587909,11.42385187,10.10719193,9.73899567,9.80765771,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Central Europe and the Baltics,CEB,9.78950134,9.977193868,10.04678071,8.949772556,7.814061976,6.485959309,5.295027382,4.314951436,3.779593495,4.367326091
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Early-demographic dividend,EAR,..,4.788894421,..,..,..,..,..,5.923319772,6.061036619,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,East Asia & Pacific,EAS,3.910990971,3.831653563,3.764225364,3.763559834,..,..,3.554642773,3.465890276,4.26623654,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,East Asia & Pacific (excluding high income),EAP,3.87092301,3.799204671,3.744918002,3.758547122,..,..,3.567969486,3.497906415,4.400399885,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,3.87092301,3.799204671,3.744918002,3.758547122,..,..,3.567969486,3.497906415,4.400399885,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Euro area,EMU,10.10982019,11.28886837,11.92723143,11.60360956,10.83792739,10.02524498,9.063260447,8.17903909,7.546948339,7.840194616
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Europe & Central Asia,ECS,8.712117678,8.924209527,9.159484238,8.914492733,8.520125421,8.100813276,7.494848356,7.012621676,6.789929527,7.345551025
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Europe & Central Asia (excluding high income),ECA,7.682449977,7.072807893,7.104566985,7.306986899,7.455526803,7.549596519,7.298244148,7.213122215,7.401706439,7.763305513
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,7.912797362,7.425583162,7.48533134,7.550557407,7.539637869,7.4758191,7.118028611,6.925140091,7.024629488,7.214730839
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,European Union,EUU,9.838452799,10.80712261,11.3284855,10.84777813,10.02450616,9.121510578,8.140143189,7.266229863,6.693942624,7.050008575
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,High income,HIC,7.978790239,8.02096962,7.933709031,7.303643948,6.696935693,6.156389777,5.630716642,5.140057431,4.785831939,6.682581661
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,IBRD only,IBD,5.453715442,4.779217704,5.298046628,5.312320256,..,..,5.587085472,5.343324304,5.804753429,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,IDA & IBRD total,IBT,..,4.718234208,5.007306861,..,..,..,..,5.29921502,5.91888831,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,IDA blend,IDB,2.65890513,..,3.499335625,3.366575512,4.077212916,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Late-demographic dividend,LTE,4.814808267,4.758209865,4.687192095,4.595986439,..,..,4.897585565,4.712927695,5.597782474,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Latin America & Caribbean,LCN,6.367738241,6.399431659,6.230019576,5.974948408,6.455167435,7.594925279,7.91494063,7.924276814,8.093071271,10.52019997
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Latin America & Caribbean (excluding high income),LAC,6.255349603,6.3385027,6.120264994,5.910668579,6.423673677,7.734244864,8.070345743,7.93831026,8.114812678,10.49730493
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,6.374754759,6.408341156,6.238068549,5.992713947,6.505685022,7.679374407,8.01099108,8.029457304,8.092130956,10.52019997
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Low & middle income,LMY,..,4.647565961,..,..,..,..,..,5.301273822,5.94253017,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Lower middle income,LMC,..,4.018867958,..,..,..,..,..,5.153466441,5.3604464,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Middle East & North Africa,MEA,10.70240799,10.82020535,10.48636666,10.38810631,10.52462738,10.03671578,10.89209611,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Middle East & North Africa (excluding high income),MNA,11.75364768,11.88586156,11.5913988,11.54932176,11.97791115,11.9946172,12.90310633,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,11.68689986,11.80959724,11.49247665,11.45082418,11.83248373,11.85246931,12.72690377,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Middle income,MIC,5.122588223,4.69492908,5.000626256,5.039912553,..,..,5.613953541,5.29674672,5.91799553,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,North America,NAC,8.794088324,7.985607186,7.337223658,6.250799766,5.457870891,5.102114671,4.576424366,4.111269896,3.889491858,8.205397506
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,OECD members,OED,8.02474813,8.005130506,7.912599362,7.395305118,6.837075869,6.422598723,5.895208106,5.457407666,5.392632483,7.253143078
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Post-demographic dividend,PST,7.945517551,8.003116782,7.908252086,7.388094223,6.820442839,6.400079735,5.833423453,5.291497079,4.981305438,6.821619298
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,South Asia,SAS,..,2.693386263,..,..,..,..,..,5.156110672,5.270042104,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,South Asia (IDA & IBRD),TSA,..,2.693386263,..,..,..,..,..,5.156110672,5.270042104,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,Upper middle income,UMC,5.190778148,5.165053961,5.082315792,5.123937445,..,..,5.569498578,5.403797946,6.343780904,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,World,WLD,5.849730442,5.353330108,5.631747146,5.587937999,..,..,5.701791374,5.267602036,5.702146215,..
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,
Last Updated: 09/15/2021,,,,,,,,,,,,,
